id,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_100683,VWIM,HZPW,2025/5/29 22:25,2025/5/29 23:55,738,Aft_10115,83
Flt_100684,NLLA,TZJS,2025/5/29 9:15,2025/5/29 12:15,738,Aft_10092,198
Flt_100685,VWIM,UCKP,2025/6/1 15:40,2025/6/1 17:45,738,Aft_10115,105
Flt_100686,VWIM,HZPW,2025/6/1 22:25,2025/6/1 23:55,738,Aft_10115,83
Flt_100687,NBCQ,DOMU,2025/5/30 18:50,2025/5/30 20:15,73G,Aft_10079,72
Flt_100688,VOXP,WKDC,2025/5/30 15:35,2025/5/30 17:50,738,Aft_10103,136
Flt_100689,XCCH,DOMU,2025/5/30 12:35,2025/5/30 13:40,738,Aft_10069,72
Flt_100690,HEJY,EYWR,2025/5/30 8:55,2025/5/30 12:25,738,Aft_10064,195
Flt_100691,DOMU,SFRI,2025/5/30 14:35,2025/5/30 17:00,7M8,Aft_10078,142
Flt_100692,HIUP,WJBA,2025/5/30 14:50,2025/5/30 17:20,738,Aft_10027,155
Flt_100693,YIDI,EYWR,2025/5/30 20:15,2025/5/30 22:45,738,Aft_10073,141
Flt_100694,HZPW,YITW,2025/5/30 17:00,2025/5/30 20:00,7M8,Aft_10086,188
Flt_100695,EYWR,PNNF,2025/5/30 18:00,2025/5/30 20:20,738,Aft_10030,144
Flt_100696,PNNF,EYWR,2025/5/30 11:15,2025/5/30 13:25,738,Aft_10132,116
Flt_100697,DOMU,KDAP,2025/5/30 22:20,2025/5/31 1:50,738,Aft_10069,214
Flt_100698,FVJZ,HZPW,2025/5/30 21:20,2025/5/30 23:50,738,Aft_10045,149
Flt_100699,KKME,HZPW,2025/5/30 18:30,2025/5/30 21:05,738,Aft_10010,133
Flt_100700,HZPW,VGVC,2025/5/30 7:35,2025/5/30 10:05,738,Aft_10048,157
Flt_100701,FVJZ,HZPW,2025/5/30 11:30,2025/5/30 14:05,7M8,Aft_10129,149
Flt_100702,VOXP,HZPW,2025/5/30 16:20,2025/5/30 17:45,738,Aft_10122,85
Flt_100703,AAHN,OKJK,2025/5/30 15:30,2025/5/30 17:50,738,Aft_10088,139
Flt_100704,BBZB,DOMU,2025/5/30 8:10,2025/5/30 10:45,738,Aft_10065,167
Flt_100705,HEJY,TUJZ,2025/5/30 18:10,2025/5/30 20:40,738,Aft_10065,145
Flt_100706,GLHV,AAHN,2025/5/30 7:45,2025/5/30 9:30,738,Aft_10053,102
Flt_100707,DSQK,AAHN,2025/5/30 21:00,2025/5/30 22:40,738,Aft_10024,94
Flt_100708,XCCH,WKDC,2025/5/30 19:35,2025/5/30 22:30,738,Aft_10020,171
Flt_100709,DOMU,OXSQ,2025/5/31 9:15,2025/5/31 11:00,7M8,Aft_10011,102
Flt_100710,DOMU,VGVC,2025/5/31 12:30,2025/5/31 14:55,738,Aft_10024,143
Flt_100711,ZJCG,LFOL,2025/5/31 16:50,2025/5/31 18:20,738,Aft_10119,85
Flt_100712,HZPW,KKME,2025/5/31 14:35,2025/5/31 17:25,738,Aft_10094,168
Flt_100713,KKME,HZPW,2025/5/31 18:30,2025/5/31 21:05,738,Aft_10094,133
Flt_100714,YBWQ,EYWR,2025/5/31 14:50,2025/5/31 20:25,738,Aft_10031,311
Flt_100715,DOMU,GLHV,2025/5/31 11:00,2025/5/31 12:50,7M8,Aft_10117,92
Flt_100716,GLHV,DOMU,2025/5/31 21:10,2025/5/31 23:05,7M8,Aft_10117,113
Flt_100717,KKME,VWIM,2025/5/31 8:35,2025/5/31 10:45,738,Aft_10019,114
Flt_100718,XCHB,HUYM,2025/5/31 8:35,2025/5/31 9:55,738,Aft_10087,84
Flt_100719,DOMU,YITW,2025/5/31 10:45,2025/5/31 14:00,738,Aft_10102,180
Flt_100720,YBWQ,DOMU,2025/5/31 2:40,2025/5/31 6:50,738,Aft_10100,253
Flt_100721,OETZ,VWIM,2025/5/31 15:25,2025/5/31 18:40,738,Aft_10070,200
Flt_100722,SFRI,DOMU,2025/5/31 16:05,2025/5/31 18:25,738,Aft_10039,138
Flt_100723,DOMU,MCVK,2025/5/31 19:35,2025/5/31 23:50,738,Aft_10039,270
Flt_100724,EYWR,DOMU,2025/5/31 13:40,2025/5/31 15:25,738,Aft_10015,100
Flt_100725,LLZL,HZPW,2025/5/31 20:20,2025/5/31 23:40,7M8,Aft_10066,175
Flt_100726,ZDHU,OXSQ,2025/5/31 17:20,2025/5/31 19:10,738,Aft_10121,116
Flt_100727,EYWR,IAYH,2025/5/31 15:40,2025/5/31 18:15,738,Aft_10056,164
Flt_100728,EYWR,NBCQ,2025/5/31 7:25,2025/5/31 9:40,738,Aft_10042,144
Flt_100729,EYWR,VGVC,2025/5/31 9:10,2025/5/31 11:35,738,Aft_10132,170
Flt_100732,AFPF,AAHN,2025/6/1 9:30,2025/6/1 11:05,738,Aft_10054,95
Flt_100733,FVJZ,AAHN,2025/5/29 21:25,2025/5/30 0:05,738,Aft_10002,150
Flt_100734,HGHY,ZJCG,2025/6/1 13:55,2025/6/1 16:40,738,Aft_10059,171
Flt_100735,HZPW,FVJZ,2025/5/29 7:45,2025/5/29 10:15,738,Aft_10007,172
Flt_100736,HZPW,OETZ,2025/6/1 20:10,2025/6/1 23:00,738,Aft_10067,161
Flt_100737,HZPW,ZDHU,2025/6/1 10:55,2025/6/1 12:35,738,Aft_10138,86
Flt_100738,XLHA,DOMU,2025/5/29 20:15,2025/5/29 23:05,73G,Aft_10079,140
Flt_100739,PNNF,DOMU,2025/6/1 10:10,2025/6/1 11:30,737GY,Aft_10110,75
Flt_100740,OXSQ,HZPW,2025/6/1 16:20,2025/6/1 18:15,738,Aft_10118,84
Flt_100741,FVJZ,HZPW,2025/6/1 11:30,2025/6/1 14:05,7M8,Aft_10133,149
Flt_100742,EYWR,AAHN,2025/6/1 21:55,2025/6/1 23:30,738,Aft_10072,91
Flt_100743,VGVC,AAHN,2025/6/1 20:00,2025/6/1 22:15,738,Aft_10064,112
Flt_100744,BBZB,OXSQ,2025/5/29 11:00,2025/5/29 13:35,738,Aft_10065,156
Flt_100745,YAFY,HZPW,2025/6/1 10:45,2025/6/1 12:30,738,Aft_10036,99
Flt_100746,DOMU,MPYS,2025/6/1 8:10,2025/6/1 11:00,738,Aft_10080,162
Flt_100747,DOMU,BBZB,2025/5/29 21:25,2025/5/29 23:55,738,Aft_10074,156
Flt_100748,GLHV,KKME,2025/5/29 11:40,2025/5/29 14:30,7M8,Aft_10129,180
Flt_100749,VWIM,EYWR,2025/5/29 6:35,2025/5/29 8:40,738,Aft_10060,114
Flt_100750,XINM,DOMU,2025/5/29 17:10,2025/5/29 18:40,738,Aft_10060,99
Flt_100751,PERP,HZPW,2025/5/29 12:35,2025/5/29 15:40,738,Aft_10047,173
Flt_100752,HZPW,WKDC,2025/5/29 18:05,2025/5/29 21:30,738,Aft_10097,185
Flt_100753,XLOC,AAHN,2025/5/29 10:10,2025/5/29 12:10,7M8,Aft_10127,104
Flt_100754,HZPW,NVMB,2025/6/1 14:45,2025/6/1 16:30,738,Aft_10067,102
Flt_100755,XLOC,HZPW,2025/6/1 17:40,2025/6/1 19:35,738,Aft_10027,114
Flt_100756,DOMU,MCVK,2025/6/1 8:55,2025/6/1 13:40,7M8,Aft_10117,270
Flt_100757,KKME,WJBA,2025/5/29 15:25,2025/5/29 17:25,738,Aft_10027,114
Flt_100758,DOMU,GLHV,2025/5/29 21:00,2025/5/29 22:40,7M8,Aft_10050,92
Flt_100759,AAHN,KKME,2025/6/1 7:00,2025/6/1 9:40,738,Aft_10106,169
Flt_100760,HIUP,HQMU,2025/6/1 10:00,2025/6/1 11:45,738,Aft_10093,115
Flt_100761,DOMU,OXSQ,2025/6/1 9:15,2025/6/1 11:00,738,Aft_10024,102
Flt_100762,OXSQ,VHLB,2025/6/1 12:00,2025/6/1 13:45,738,Aft_10024,98
Flt_100764,DOMU,CGAO,2025/5/30 13:10,2025/5/30 15:50,738,Aft_10113,146
Flt_100765,KKME,HIUP,2025/5/30 11:20,2025/5/30 12:50,738,Aft_10038,88
Flt_100766,HZPW,VUWJ,2025/5/30 18:45,2025/5/30 20:50,738,Aft_10041,140
Flt_100767,GLHV,LFOL,2025/5/30 9:10,2025/5/30 12:00,738,Aft_10085,176
Flt_100768,PNNF,NLLA,2025/5/30 21:10,2025/5/31 0:10,738,Aft_10092,175
Flt_100769,NVMB,DOMU,2025/5/30 15:00,2025/5/30 16:20,738,Aft_10028,77
Flt_100770,DOMU,OXSQ,2025/5/30 7:05,2025/5/30 8:55,738,Aft_10022,102
Flt_100771,EYWR,OXSQ,2025/5/30 6:50,2025/5/30 8:35,738,Aft_10046,105
Flt_100772,VGVC,DOMU,2025/5/30 11:05,2025/5/30 13:15,738,Aft_10048,116
Flt_100773,MCWT,OETZ,2025/5/30 17:00,2025/5/30 20:55,738,Aft_10055,232
Flt_100774,NYOP,DOMU,2025/5/30 14:35,2025/5/30 20:05,7M8,Aft_10130,315
Flt_100775,LFOL,ZJCG,2025/5/31 19:15,2025/5/31 21:00,738,Aft_10119,85
Flt_100776,ZJCG,VOXP,2025/5/31 13:25,2025/5/31 15:20,738,Aft_10010,100
Flt_100777,OXSQ,LLZL,2025/5/31 21:30,2025/5/31 23:50,738,Aft_10010,142
Flt_100778,OETZ,DOMU,2025/5/31 17:15,2025/5/31 20:20,7M8,Aft_10130,166
Flt_100779,DSQK,LLZL,2025/5/31 19:45,2025/5/31 22:20,738,Aft_10125,142
Flt_100780,XLHA,AAHN,2025/5/31 20:55,2025/5/31 23:35,738,Aft_10017,141
Flt_100781,LFOL,HIUP,2025/5/31 14:05,2025/5/31 16:25,738,Aft_10007,125
Flt_100782,DOMU,NMUI,2025/5/31 13:05,2025/5/31 15:40,738,Aft_10026,163
Flt_100783,NMUI,DOMU,2025/5/31 16:40,2025/5/31 18:40,738,Aft_10026,123
Flt_100784,SFRI,FGIR,2025/5/31 11:15,2025/5/31 13:10,7M8,Aft_10108,127
Flt_100785,HZPW,VCAC,2025/5/31 17:10,2025/5/31 20:00,738,Aft_10005,172
Flt_100786,MCVK,KKME,2025/5/31 13:50,2025/5/31 18:25,738,Aft_10012,272
Flt_100787,DOMU,NBCQ,2025/5/31 16:25,2025/5/31 17:55,738,Aft_10029,89
Flt_100788,BBZB,EYWR,2025/5/31 8:45,2025/5/31 10:35,738,Aft_10095,108
Flt_100789,NVMB,DOMU,2025/5/31 15:00,2025/5/31 16:20,738,Aft_10055,77
Flt_100790,FXWC,DOMU,2025/5/31 3:35,2025/5/31 5:55,738F,Aft_10134,141
Flt_100791,HIUP,EYWR,2025/5/31 16:05,2025/5/31 17:35,738,Aft_10076,82
Flt_100792,NLLA,UFCB,2025/5/31 16:05,2025/5/31 18:35,738,Aft_10058,141
Flt_100793,OETZ,VWIM,2025/5/31 7:25,2025/5/31 10:45,7M8,Aft_10089,200
Flt_100794,OXSQ,HZPW,2025/5/31 11:00,2025/5/31 12:35,738,Aft_10067,84
Flt_100795,XCHB,VOXP,2025/5/31 19:50,2025/5/31 21:40,738,Aft_10048,107
Flt_100796,ZDHU,HEJY,2025/5/29 13:20,2025/5/29 16:10,738,Aft_10098,170
Flt_100797,RHHB,DOMU,2025/5/29 11:55,2025/5/29 14:00,738,Aft_10043,110
Flt_100798,HZPW,YBWQ,2025/5/29 9:20,2025/5/29 14:00,738,Aft_10103,286
Flt_100799,EYWR,DOMU,2025/6/1 9:25,2025/6/1 11:00,738,Aft_10034,100
Flt_100800,NLLA,AAHN,2025/5/29 13:50,2025/5/29 16:35,738,Aft_10002,162
Flt_100801,HZPW,VWIM,2025/5/29 10:35,2025/5/29 12:25,738,Aft_10032,99
Flt_100802,HZPW,LLZL,2025/6/1 7:15,2025/6/1 10:50,7M8,Aft_10066,212
Flt_100803,HZPW,NLLA,2025/6/1 10:00,2025/6/1 12:40,7M8,Aft_10135,165
Flt_100804,OETZ,FVJZ,2025/5/29 11:45,2025/5/29 14:00,738,Aft_10124,135
Flt_100805,OETZ,HZPW,2025/6/1 7:30,2025/6/1 9:50,738,Aft_10138,151
Flt_100806,ZJCG,DSQK,2025/5/29 19:45,2025/5/29 21:15,738,Aft_10093,82
Flt_100807,FXGB,OXSQ,2025/6/1 13:20,2025/6/1 15:20,738,Aft_10118,118
Flt_100808,KKME,DOMU,2025/6/1 17:55,2025/6/1 20:30,73G,Aft_10079,134
Flt_100809,HZPW,KKME,2025/6/1 7:35,2025/6/1 10:10,738,Aft_10063,168
Flt_100810,DOMU,NMUI,2025/5/29 13:05,2025/5/29 15:40,738,Aft_10087,163
Flt_100811,DOMU,GLHV,2025/5/29 19:00,2025/5/29 20:45,738,Aft_10029,92
Flt_100812,DOMU,NBCQ,2025/6/1 16:25,2025/6/1 17:55,738,Aft_10097,89
Flt_100813,MPYS,DOMU,2025/5/29 20:15,2025/5/29 23:15,7M8,Aft_10135,155
Flt_100814,DOMU,EYWR,2025/5/29 16:25,2025/5/29 17:55,738,Aft_10052,92
Flt_100815,NYOP,HZPW,2025/5/29 8:05,2025/5/29 14:00,7M8,Aft_10133,330
Flt_100816,GLHV,DOMU,2025/5/29 8:10,2025/5/29 9:55,7M8,Aft_10068,113
Flt_100817,KKME,OETZ,2025/5/29 19:30,2025/5/29 22:20,738,Aft_10083,145
Flt_100818,HZPW,SFRI,2025/6/1 8:05,2025/6/1 10:15,7M8,Aft_10108,136
Flt_100819,EYWR,YBWQ,2025/6/1 8:10,2025/6/1 13:40,738,Aft_10031,328
Flt_100820,DOMU,TUJZ,2025/6/1 11:50,2025/6/1 14:05,738,Aft_10119,133
Flt_100821,DSQK,ZJCG,2025/6/1 16:05,2025/6/1 17:35,738,Aft_10018,90
Flt_100822,XCHB,OKJK,2025/6/1 14:15,2025/6/1 15:25,738,Aft_10113,76
Flt_100823,DOMU,OXSQ,2025/5/29 22:15,2025/5/29 23:50,738,Aft_10052,102
Flt_100824,XCCH,DOMU,2025/6/1 12:35,2025/6/1 13:40,738,Aft_10097,72
Flt_100825,KKME,AAHN,2025/6/1 21:15,2025/6/1 23:45,738,Aft_10023,134
Flt_100827,OETZ,VWIM,2025/5/29 15:25,2025/5/29 18:40,738,Aft_10045,200
Flt_100829,HIUP,DOMU,2025/6/1 9:30,2025/6/1 11:10,73G,Aft_10079,102
Flt_100830,KKME,DOMU,2025/5/29 11:10,2025/5/29 13:35,738,Aft_10126,134
Flt_100831,VDBQ,DOMU,2025/5/29 19:00,2025/5/29 22:05,738,Aft_10126,174
Flt_100832,YITW,EYWR,2025/5/29 20:55,2025/5/29 23:45,738,Aft_10055,142
Flt_100834,HUYM,XCHB,2025/5/30 19:35,2025/5/30 20:50,738,Aft_10114,77
Flt_100835,HZPW,SRWN,2025/5/30 16:55,2025/5/30 19:00,738,Aft_10005,112
Flt_100836,WKDC,HIUP,2025/5/30 17:45,2025/5/30 20:35,738,Aft_10038,177
Flt_100837,NVMB,EYWR,2025/5/30 18:20,2025/5/30 20:30,738,Aft_10091,132
Flt_100838,KKME,EYWR,2025/5/30 9:05,2025/5/30 11:25,738,Aft_10109,126
Flt_100839,DOMU,VDBQ,2025/5/30 9:05,2025/5/30 12:20,738,Aft_10040,193
Flt_100840,DOMU,XHFE,2025/5/30 9:10,2025/5/30 12:25,738,Aft_10100,190
Flt_100841,NLLA,TZJS,2025/5/30 9:15,2025/5/30 12:15,738,Aft_10092,198
Flt_100843,ZDHU,HEJY,2025/5/30 13:20,2025/5/30 16:10,738,Aft_10112,170
Flt_100844,AAHN,VGVC,2025/5/30 16:35,2025/5/30 19:00,7M8,Aft_10090,148
Flt_100845,GLHV,HZPW,2025/5/30 15:10,2025/5/30 16:40,738,Aft_10062,90
Flt_100846,OKJK,MCWT,2025/5/30 18:50,2025/5/30 23:45,738,Aft_10088,277
Flt_100847,PNNF,DOMU,2025/5/30 18:25,2025/5/30 20:00,738,Aft_10084,75
Flt_100848,DOMU,TUJZ,2025/5/30 11:50,2025/5/30 14:05,738,Aft_10065,133
Flt_100849,TUJZ,HEJY,2025/5/30 14:50,2025/5/30 17:10,738,Aft_10065,140
Flt_100850,HIUP,QGSX,2025/5/30 10:45,2025/5/30 12:55,738,Aft_10083,126
Flt_100851,DOMU,XLOC,2025/5/30 6:55,2025/5/30 9:10,7M8,Aft_10123,132
Flt_100852,RHHB,DOMU,2025/5/31 11:55,2025/5/31 14:00,738,Aft_10069,110
Flt_100853,VOXP,DOMU,2025/5/31 12:30,2025/5/31 14:20,73G,Aft_10079,106
Flt_100854,HIUP,KKME,2025/5/31 21:35,2025/5/31 23:20,738,Aft_10103,102
Flt_100855,NLLA,DOMU,2025/5/31 7:45,2025/5/31 10:25,738,Aft_10081,166
Flt_100856,FPCR,DOMU,2025/5/31 12:30,2025/5/31 15:20,738,Aft_10029,193
Flt_100857,OXSQ,NLLA,2025/5/31 8:50,2025/5/31 11:20,738,Aft_10004,137
Flt_100858,HUYM,XCHB,2025/5/31 19:35,2025/5/31 20:50,738,Aft_10034,77
Flt_100859,ZJCG,KKME,2025/5/31 15:15,2025/5/31 17:10,738,Aft_10114,104
Flt_100860,AAHN,EYWR,2025/5/31 7:20,2025/5/31 8:45,7M8,Aft_10127,87
Flt_100861,HZPW,OIQN,2025/5/31 18:10,2025/5/31 19:45,738,Aft_10047,87
Flt_100862,EYWR,LFOL,2025/5/29 11:15,2025/5/29 13:55,738,Aft_10013,168
Flt_100863,LFOL,EYWR,2025/5/29 14:45,2025/5/29 17:20,738,Aft_10013,142
Flt_100864,EYWR,VWIM,2025/6/1 19:15,2025/6/1 21:30,738,Aft_10055,137
Flt_100865,PNNF,HZPW,2025/6/1 18:15,2025/6/1 20:10,738,Aft_10131,89
Flt_100866,HEXD,EYWR,2025/6/1 18:20,2025/6/1 20:55,738,Aft_10091,180
Flt_100867,AAHN,AFPF,2025/6/1 7:10,2025/6/1 8:45,738,Aft_10054,89
Flt_100868,HEJY,ZDHU,2025/5/29 17:25,2025/5/29 20:55,738,Aft_10098,178
Flt_100869,NLLA,HZPW,2025/5/29 13:55,2025/5/29 16:55,738,Aft_10005,161
Flt_100870,OETZ,KKME,2025/6/1 7:20,2025/6/1 10:05,738,Aft_10102,178
Flt_100871,HIUP,HZPW,2025/6/1 15:05,2025/6/1 16:40,738,Aft_10092,94
Flt_100872,DOMU,VUWJ,2025/5/29 12:50,2025/5/29 14:55,738,Aft_10054,121
Flt_100873,OETZ,ZJCG,2025/5/29 19:00,2025/5/29 20:40,738,Aft_10124,102
Flt_100874,PNNF,EYWR,2025/5/29 11:15,2025/5/29 13:25,738,Aft_10056,116
Flt_100875,HZPW,FVJZ,2025/6/1 13:10,2025/6/1 15:45,738,Aft_10010,172
Flt_100876,VOXP,ZJCG,2025/5/29 10:40,2025/5/29 12:35,738,Aft_10041,105
Flt_100877,HIUP,QGSX,2025/5/29 10:45,2025/5/29 12:55,738,Aft_10085,126
Flt_100878,GLHV,AAHN,2025/6/1 7:45,2025/6/1 9:30,738,Aft_10072,102
Flt_100879,KKME,VWIM,2025/5/29 19:05,2025/5/29 21:05,738,Aft_10023,114
Flt_100880,OKJK,XCHB,2025/6/1 11:45,2025/6/1 13:15,738,Aft_10113,73
Flt_100881,VUWJ,AAHN,2025/5/29 15:15,2025/5/29 17:20,7M8,Aft_10077,103
Flt_100882,HZPW,VGVC,2025/5/29 17:30,2025/5/29 19:55,738,Aft_10081,157
Flt_100883,VWIM,GLHV,2025/6/1 11:55,2025/6/1 14:25,7M8,Aft_10068,123
Flt_100884,DOMU,OIQN,2025/6/1 17:00,2025/6/1 18:45,738,Aft_10046,86
Flt_100885,WKDC,YAFY,2025/6/1 15:55,2025/6/1 18:45,738,Aft_10073,147
Flt_100886,FVJZ,OETZ,2025/6/1 15:05,2025/6/1 17:15,738,Aft_10070,109
Flt_100887,AAHN,OXSQ,2025/6/1 12:20,2025/6/1 14:05,738,Aft_10074,102
Flt_100888,DOMU,BBZB,2025/6/1 21:25,2025/6/1 23:50,738,Aft_10024,156
Flt_100889,GLHV,DOMU,2025/6/1 18:10,2025/6/1 20:00,738,Aft_10047,113
Flt_100890,KKME,ZJCG,2025/5/29 18:15,2025/5/29 19:45,738,Aft_10119,86
Flt_100891,KREM,EYWR,2025/6/1 17:25,2025/6/1 19:30,738,Aft_10009,118
Flt_100892,LLZL,HZPW,2025/5/29 20:20,2025/5/29 23:40,7M8,Aft_10082,175
Flt_100893,HIUP,AAHN,2025/6/1 15:25,2025/6/1 17:05,738,Aft_10093,97
Flt_100894,MCVK,KKME,2025/5/30 13:50,2025/5/30 18:25,738,Aft_10033,272
Flt_100895,AAHN,VOXP,2025/5/30 18:20,2025/5/30 19:55,738,Aft_10111,98
Flt_100896,AAHN,SFRI,2025/5/30 7:05,2025/5/30 9:20,738,Aft_10014,137
Flt_100897,AAHN,AFPF,2025/5/30 7:05,2025/5/30 8:35,738,Aft_10138,89
Flt_100898,DOMU,FPCR,2025/5/30 8:30,2025/5/30 11:30,738,Aft_10036,163
Flt_100899,HGHY,EYWR,2025/5/30 14:40,2025/5/30 17:40,738,Aft_10063,185
Flt_100900,WKDC,VOXP,2025/5/30 19:00,2025/5/30 21:25,738,Aft_10103,141
Flt_100901,EYWR,FVJZ,2025/5/30 8:45,2025/5/30 11:15,7M8,Aft_10120,160
Flt_100902,KROP,DOMU,2025/5/30 19:40,2025/5/30 23:50,738,Aft_10080,247
Flt_100903,KKME,ZJCG,2025/5/30 18:15,2025/5/30 19:45,738,Aft_10087,86
Flt_100904,TZJS,NLLA,2025/5/30 13:00,2025/5/30 15:55,738,Aft_10092,176
Flt_100905,VGVC,HZPW,2025/5/30 20:55,2025/5/30 23:10,738,Aft_10099,128
Flt_100906,YITW,HZPW,2025/5/30 21:05,2025/5/30 23:50,7M8,Aft_10086,150
Flt_100907,NLLA,HZPW,2025/5/30 13:55,2025/5/30 16:55,7M8,Aft_10133,161
Flt_100908,FGIR,DOMU,2025/5/30 12:30,2025/5/30 15:35,7M8,Aft_10068,189
Flt_100909,OXSQ,DOMU,2025/5/30 21:30,2025/5/30 23:10,738,Aft_10022,90
Flt_100910,OETZ,DOMU,2025/5/30 12:35,2025/5/30 15:25,738,Aft_10015,166
Flt_100911,XAQO,NTCO,2025/5/30 19:05,2025/5/30 21:30,738,Aft_10121,143
Flt_100912,LLZL,DOMU,2025/5/30 12:40,2025/5/30 15:45,7M8,Aft_10107,183
Flt_100913,HZPW,XLHA,2025/5/30 7:50,2025/5/30 10:55,738,Aft_10051,196
Flt_100914,OKJK,HZPW,2025/5/30 16:35,2025/5/30 18:45,738,Aft_10115,135
Flt_100915,MPYS,EYWR,2025/5/30 9:50,2025/5/30 11:50,738,Aft_10020,120
Flt_100916,GLHV,AAHN,2025/5/30 17:15,2025/5/30 19:00,7M8,Aft_10123,102
Flt_100917,FXWC,AAHN,2025/5/30 17:55,2025/5/30 20:35,738,Aft_10009,144
Flt_100918,HZPW,HIUP,2025/5/31 11:55,2025/5/31 13:50,738,Aft_10116,110
Flt_100919,FXGB,OXSQ,2025/5/31 13:20,2025/5/31 15:20,738,Aft_10045,118
Flt_100920,WKDC,HUYM,2025/5/31 13:20,2025/5/31 15:20,738,Aft_10052,116
Flt_100921,HZPW,XLHA,2025/5/31 7:50,2025/5/31 10:55,738,Aft_10105,196
Flt_100922,HZPW,MPYS,2025/5/31 16:05,2025/5/31 18:55,7M8,Aft_10082,162
Flt_100923,HZPW,HIUP,2025/5/31 7:55,2025/5/31 9:45,738,Aft_10007,110
Flt_100924,HIUP,HZPW,2025/5/31 17:25,2025/5/31 19:00,738,Aft_10007,94
Flt_100925,OXSQ,UXVH,2025/5/31 14:35,2025/5/31 16:55,738,Aft_10073,131
Flt_100926,HZPW,HEXD,2025/5/31 8:35,2025/5/31 11:20,738,Aft_10062,160
Flt_100927,OETZ,GLHV,2025/5/31 20:00,2025/5/31 21:55,738,Aft_10072,110
Flt_100928,VOXP,HZPW,2025/5/31 22:25,2025/5/31 23:55,738,Aft_10021,85
Flt_100929,XINM,HGHY,2025/5/31 9:30,2025/5/31 12:50,738,Aft_10065,172
Flt_100930,LLZL,YAFY,2025/5/31 7:10,2025/5/31 9:50,738,Aft_10061,161
Flt_100931,AAHN,AFPF,2025/5/31 7:10,2025/5/31 8:45,738,Aft_10027,89
Flt_100932,HZPW,WKDC,2025/5/31 18:05,2025/5/31 21:30,738,Aft_10097,185
Flt_100933,DOMU,OXSQ,2025/5/31 22:15,2025/5/31 23:50,738,Aft_10124,102
Flt_100934,NLLA,DOMU,2025/5/31 16:15,2025/5/31 19:15,738,Aft_10033,166
Flt_100935,WKDC,EYWR,2025/5/29 7:25,2025/5/29 10:00,738,Aft_10013,160
Flt_100936,ZOYW,WWMZ,2025/5/29 10:05,2025/5/29 12:10,737GY,Aft_10110,117
Flt_100937,WJBA,HIUP,2025/6/1 18:15,2025/6/1 20:50,738,Aft_10054,134
Flt_100938,DOMU,OKJK,2025/6/1 15:00,2025/6/1 17:25,7M8,Aft_10077,142
Flt_100939,ZDHU,HZPW,2025/5/29 21:55,2025/5/29 23:30,738,Aft_10098,91
Flt_100940,YCEX,TUJZ,2025/5/29 18:55,2025/5/29 21:10,738,Aft_10067,125
Flt_100941,LLZL,NLLA,2025/5/29 12:50,2025/5/29 14:40,738,Aft_10003,108
Flt_100942,LLZL,HZPW,2025/6/1 20:20,2025/6/1 23:40,7M8,Aft_10066,175
Flt_100943,KKME,DOMU,2025/6/1 11:10,2025/6/1 13:35,7M8,Aft_10123,134
Flt_100944,AAHN,NBCQ,2025/6/1 18:50,2025/6/1 20:20,7M8,Aft_10090,91
Flt_100945,HZPW,PNNF,2025/6/1 10:00,2025/6/1 11:55,738,Aft_10045,113
Flt_100946,EYWR,HEXD,2025/5/29 14:35,2025/5/29 17:15,738,Aft_10056,141
Flt_100947,DOMU,OXSQ,2025/6/1 22:10,2025/6/1 23:50,738,Aft_10061,102
Flt_100948,VUWJ,DOMU,2025/5/29 16:00,2025/5/29 17:50,738,Aft_10054,101
Flt_100949,VOXP,HZPW,2025/5/29 16:20,2025/5/29 17:45,738,Aft_10041,85
Flt_100950,OKJK,AAHN,2025/5/29 13:10,2025/5/29 15:30,738,Aft_10088,137
Flt_100951,AAHN,YITW,2025/6/1 7:40,2025/6/1 10:40,738,Aft_10085,185
Flt_100952,AAHN,OKJK,2025/6/1 15:30,2025/6/1 17:50,738,Aft_10112,139
Flt_100953,PNNF,OETZ,2025/6/1 11:55,2025/6/1 15:15,7M8,Aft_10078,179
Flt_100954,QGSX,DOMU,2025/6/1 21:35,2025/6/2 0:05,738,Aft_10032,129
Flt_100955,KKME,DOMU,2025/6/1 8:05,2025/6/1 10:20,738,Aft_10128,134
Flt_100956,HZPW,VDBQ,2025/5/29 8:15,2025/5/29 11:50,738,Aft_10017,210
Flt_100957,BBZB,HZPW,2025/6/1 19:15,2025/6/1 21:25,738,Aft_10049,140
Flt_100958,NLLA,KKME,2025/6/1 19:55,2025/6/1 22:50,7M8,Aft_10086,165
Flt_100959,DOMU,XLHA,2025/6/1 15:50,2025/6/1 18:50,7M8,Aft_10123,178
Flt_100960,BBZB,EYWR,2025/6/1 21:50,2025/6/1 23:55,738,Aft_10124,108
Flt_100961,BBZB,AAHN,2025/5/29 21:15,2025/5/29 23:45,738,Aft_10138,151
Flt_100962,PZYH,KKME,2025/5/29 20:15,2025/5/29 22:55,738,Aft_10113,158
Flt_100963,VWIM,GLHV,2025/6/1 19:25,2025/6/1 21:45,7M8,Aft_10068,123
Flt_100964,SFRI,AAHN,2025/5/29 21:50,2025/5/29 23:55,7M8,Aft_10127,128
Flt_100965,HZPW,SJQD,2025/5/29 8:45,2025/5/29 10:25,738,Aft_10105,89
